url,global_rank,country_rank,reach_per_million,page_views_per_million,page_views_per_user,category,lang_code
versus.com,10510,10510,94.3,4.07,1.58,Shopping,en
newspapers.com,10514,10514,59.5,12.9,7.95,Shopping,en
noon.com,10529,10529,67.3,8.76,4.78,Shopping,en
buyma.us,10570,10570,76,6.29,3,Shopping,en
newegg.ca,10579,10579,76.4,6.14,2.95,Shopping,en
theiconic.com.au,10598,10598,63.8,9.95,5.73,Shopping,en
csgostash.com,10645,10645,64.8,9.32,5.28,Shopping,en
mrrebates.com,10669,10669,78,5.69,2.7,Shopping,en
containerstore.com,10677,10677,65.7,8.84,4.94,Shopping,en
bikeradar.com,10681,10681,96,3.77,1.44,Shopping,en
lululemon.com,10697,10697,73.2,6.57,3.29,Shopping,en
bradsdeals.com,10826,10826,86.6,4.36,1.85,Shopping,en
myus.com,10858,10858,71,6.81,3.5,Shopping,en
pandora.net,10871,10871,64.3,8.82,5,Shopping,en
givingassistant.org,10898,10898,72.7,6.27,3.2,Shopping,en
burberry.com,10920,10920,64,8.77,5,Shopping,en
specialized.com,10973,10973,63.2,8.93,5.18,Shopping,en
pandasecurity.com,10977,10977,75.9,5.54,2.68,Shopping,en
tacobell.com,11049,11049,63.2,8.71,5.06,Shopping,en
dior.com,11062,11062,60,10.3,6.3,Shopping,en
storenvy.com,11115,11115,70.7,6.31,3.28,Shopping,en
kmart.com.au,11137,11137,66.3,7.38,4.08,Shopping,en
myunidays.com,11146,11146,85.8,4.09,1.75,Shopping,en
bringatrailer.com,11151,11151,64.5,7.93,4.51,Shopping,en
rosegal.com,11167,11167,59.3,10.1,6.24,Shopping,en
landsend.com,11200,11200,62.7,8.41,4.92,Shopping,en
hobbylobby.com,11252,11252,66.7,6.96,3.83,Shopping,en
vitacost.com,11293,11293,63.2,7.99,4.64,Shopping,en
bigbadtoystore.com,11319,11319,58.6,9.89,6.19,Shopping,en
game.co.uk,11335,11335,67.3,6.63,3.62,Shopping,en
hamrobazaar.com,11338,11338,83.33,43.96,19.36,Shopping,en
ocado.com,11365,11365,50.7,16,11.6,Shopping,en
hobbyking.com,11378,11378,59.5,9.28,5.73,Shopping,en
christianbook.com,11427,11427,64.3,7.27,4.16,Shopping,en
wikibuy.com,11479,11479,95.1,3.17,1.22,Shopping,en
shein.co.uk,11491,11491,71.6,5.42,2.77,Shopping,en
hermes.com,11567,11567,57,9.68,6.2,Shopping,en
cafepress.com,11612,11612,70.2,5.49,2.87,Shopping,en
dollarshaveclub.com,11616,11616,71.5,5.25,2.7,Shopping,en
touchofmodern.com,11621,11621,61.4,7.73,4.62,Shopping,en
tractorsupply.com,11657,11657,67,6.07,3.32,Shopping,en
cultofmac.com,11715,11715,91.8,3.18,1.27,Shopping,en
fossil.com,11717,11717,59.6,8.17,5.03,Shopping,en
avsforum.com,11727,11727,73.7,4.76,2.37,Shopping,en
summitracing.com,11745,11745,61.2,7.5,4.5,Shopping,en
tigerdirect.com,11746,11746,65.2,6.34,3.57,Shopping,en
dubli.com,11803,11803,71,5,2.6,Shopping,en
floryday.com,11810,11810,58.2,8.48,5.35,Shopping,en
scrap.tf,11828,11828,49.8,14.1,10.4,Shopping,en
newbalance.com,11829,11829,61.9,7.04,4.18,Shopping,en
gymshark.com,11830,11830,54,10.5,7.1,Shopping,en
riverisland.com,11841,11841,57,9.04,5.9,Shopping,en
newlook.com,11871,11871,57.1,8.73,5.62,Shopping,en
adidas.co.uk,11884,11884,65.8,5.88,3.3,Shopping,en
worldsources.com,11918,11918,63.9,6.27,3.6,Shopping,en
watchuseek.com,11921,11921,60.4,7.3,4.44,Shopping,en
very.co.uk,11950,11950,56.6,8.68,5.6,Shopping,en
evike.com,11954,11954,50.8,12.4,8.93,Shopping,en
lcwaikiki.com,11962,11962,52,11.4,8.01,Shopping,en
aldoshoes.com,11967,11967,59,7.7,4.8,Shopping,en
shop.com.mm,11987,11987,78.1,3.92,1.84,Shopping,en
ebags.com,11993,11993,60.8,6.98,4.22,Shopping,en
indigo.ca,12003,12003,57.4,8.17,5.22,Shopping,en
armslist.com,12028,12028,51.4,11.5,8.24,Shopping,en
uncrate.com,12038,12038,74.5,4.24,2.09,Shopping,en
tradesy.com,12041,12041,67,5.42,3,Shopping,en
outsidetv.com,12144,12144,111.51,7.84,2.58,Shopping,en
represent.com,12267,12267,72.2,4.27,2.17,Shopping,en
thredup.com,12286,12286,57.8,7.3,4.63,Shopping,en
fwrd.com,12337,12337,60,6.59,4.1,Shopping,en
brownells.com,12367,12367,61.1,6.13,3.68,Shopping,en
olx.co.za,12400,12400,71.2,4.24,2.19,Shopping,en
theoutnet.com,12403,12403,56,7.72,5.1,Shopping,en
pngimg.com,12481,12481,66.4,4.83,2.67,Shopping,en
catch.com.au,12504,12504,56,7.46,4.89,Shopping,en
carters.com,12511,12511,51.9,9.37,6.63,Shopping,en
streetchopperweb.com,12548,12548,72.4,3.95,2,Shopping,en
junglescout.com,12561,12561,67.3,4.58,2.5,Shopping,en
v2profit.com,12612,12612,93.2,2.57,1.01,Shopping,en
midwayusa.com,12633,12633,60,5.91,3.62,Shopping,en
buybuybaby.com,12661,12661,53.3,8.18,5.64,Shopping,en
bathandbodyworks.com,12714,12714,56,6.93,4.54,Shopping,en
wayfair.co.uk,12757,12757,55.9,6.86,4.5,Shopping,en
vivastreet.co.uk,12795,12795,50.1,9.5,6.97,Shopping,en
ecstuning.com,12797,12797,53.6,7.68,5.26,Shopping,en
motorola.com,12896,12896,63.9,4.71,2.7,Shopping,en
linksys.com,12911,12911,64.5,4.59,2.61,Shopping,en
basspro.com,12942,12942,60.6,5.28,3.2,Shopping,en
halfords.com,12956,12956,58.4,5.78,3.63,Shopping,en
vodafone.com.eg,12961,12961,56.3,6.35,4.14,Shopping,en
madewell.com,12972,12972,50.9,8.5,6.12,Shopping,en
eyebuydirect.com,12978,12978,50.1,8.9,6.51,Shopping,en
fendi.com,13021,13021,51,8.44,6.1,Shopping,en
webuy.com,13053,13053,78.6,3.03,1.42,Shopping,en
housing.com,13070,13070,62.5,4.76,2.79,Shopping,en
graphicburger.com,13114,13114,61.8,4.81,2.86,Shopping,en
koodomobile.com,13123,13123,50.1,8.5,6.22,Shopping,en
firstonetv.net,13131,13131,62.6,4.64,2.72,Shopping,en
zopbuy.com,13138,13138,57.6,5.69,3.63,Shopping,en
dominos.com.au,13146,13146,45.9,11.3,9.02,Shopping,en
lottedfs.com,13163,13163,43,13.7,12,Shopping,en
miniinthebox.com,13176,13176,58.7,5.36,3.4,Shopping,en
cobone.com,13177,13177,81.7,11.57,5.198,Shopping,en
dressinn.com,13180,13180,45,11.6,9.4,Shopping,en
electronics-tutorials.ws,13194,13194,76.2,3.1,1.49,Shopping,en
harrods.com,13230,13230,59,5.19,3.2,Shopping,en
chrono24.com,13236,13236,52.8,7.02,4.9,Shopping,en
carphonewarehouse.com,13264,13264,56.6,5.75,3.73,Shopping,en
whowhatwear.com,13333,13333,55,6.12,4.1,Shopping,en
asics.com,13334,13334,55,6.23,4.2,Shopping,en
fashionbeans.com,13339,13339,71.8,3.34,1.71,Shopping,en
express-scripts.com,13347,13347,50.9,7.58,5.46,Shopping,en
stylebop.com,13369,13369,53,6.6,4.5,Shopping,en
hometalk.com,13383,13383,65,4.03,2.27,Shopping,en
ysl.com,13424,13424,50,7.7,5.6,Shopping,en
joybuy.com,13433,13433,52,6.75,4.7,Shopping,en
fnp.com,13440,13440,51.4,7.14,5.1,Shopping,en
saksoff5th.com,13446,13446,58,5.07,3.2,Shopping,en
wickes.co.uk,13451,13451,55,5.88,3.93,Shopping,en
creditcards.com,13452,13452,75.2,3,1.46,Shopping,en
influenster.com,13469,13469,62.4,4.3,2.53,Shopping,en
warframe-builder.com,13528,13528,47.7,8.7,6.7,Shopping,en
bike-discount.de,13557,13557,46.9,9.15,7.2,Shopping,en
muscleandstrength.com,13591,13591,58.1,4.92,3.11,Shopping,en
pier1.com,13634,13634,51.1,6.85,4.93,Shopping,en
everlane.com,13641,13641,65.7,3.7,2.07,Shopping,en
tennis-warehouse.com,13649,13649,49.7,7.39,5.45,Shopping,en
1stdibs.com,13665,13665,57.6,4.92,3.1,Shopping,en
harveynorman.com.au,13680,13680,57.3,4.97,3.18,Shopping,en
lovetoknow.com,13693,13693,77.5,2.72,1.29,Shopping,en
moo.com,13697,13697,51.4,6.62,4.73,Shopping,en
craftsy.com,13706,13706,68.4,3.37,1.81,Shopping,en
dbrand.com,13726,13726,54.8,5.5,3.68,Shopping,en
sportchek.ca,13741,13741,47.7,8.13,6.25,Shopping,en
tillys.com,13744,13744,48,7.8,5.9,Shopping,en
jossandmain.com,13746,13746,52.9,6,4.16,Shopping,en
fido.ca,13748,13748,52.9,6.02,4.18,Shopping,en
searspartsdirect.com,13757,13757,58.6,4.62,2.9,Shopping,en
shopee.sg,13777,13777,55,5.3,3.5,Shopping,en
brobible.com,13778,13778,64.5,3.72,2.11,Shopping,en
shapeways.com,13795,13795,55.5,5.22,3.5,Shopping,en
reebok.com,13865,13865,53.4,5.64,3.87,Shopping,en
shop.com,13908,13908,48.4,7.38,5.59,Shopping,en
primark.com,13918,13918,58.7,4.4,2.8,Shopping,en
ashleyfurniture.com,13944,13944,52.3,5.86,4.12,Shopping,en
cottonon.com,13958,13958,47.2,7.83,6.09,Shopping,en
totalwine.com,13964,13964,57.8,4.49,2.85,Shopping,en
prettylittlething.com,13972,13972,46.6,8.14,6.4,Shopping,en
sportsmansoutdoorsuperstore.com,13987,13987,80.82,10.45,4.748,Shopping,en
bestproducts.com,13997,13997,74.3,2.73,1.35,Shopping,en
vipon.com,14004,14004,48,7.47,5.8,Shopping,en
partycity.com,14033,14033,53.4,5.38,3.7,Shopping,en
tictail.com,14045,14045,57,4.56,2.9,Shopping,en
nikonusa.com,14057,14057,61.6,3.81,2.3,Shopping,en
christianlouboutin.com,14084,14084,43,10.1,8.6,Shopping,en
pricecheck.co.za,14137,14137,67.8,3.11,1.68,Shopping,en
productreview.com.au,14143,14143,64.3,3.43,1.96,Shopping,en
worldcoinindex.com,14169,14169,68,3.06,1.65,Shopping,en
notebookreview.com,14173,14173,67.5,3.09,1.68,Shopping,en
yeggi.com,14204,14204,49,6.49,4.9,Shopping,en
prodirectsoccer.com,14258,14258,46,7.58,6,Shopping,en
runrepeat.com,14267,14267,60.6,3.75,2.27,Shopping,en
wow-petopia.com,14291,14291,44.2,8.69,7.22,Shopping,en
opticsplanet.com,14296,14296,54.8,4.7,3.15,Shopping,en
mouthshut.com,14338,14338,61.6,3.58,2.14,Shopping,en
livingsocial.com,14357,14357,56.3,4.35,2.83,Shopping,en
vw.com,14380,14380,50.6,5.66,4.11,Shopping,en
ebgames.com.au,14432,14432,50.8,5.54,4.01,Shopping,en
footasylum.com,14440,14440,48,6.62,5.1,Shopping,en
designbyhumans.com,14441,14441,52.6,5.04,3.52,Shopping,en
swarovski.com,14443,14443,47,6.75,5.2,Shopping,en
brunarosso.com,14452,14452,46,7.53,6.1,Shopping,en
prozis.com,14502,14502,42,9.55,8.3,Shopping,en
cycletrader.com,14510,14510,51.3,5.26,3.76,Shopping,en
snapfish.com,14531,14531,48.6,6.08,4.59,Shopping,en
zola.com,14541,14541,56,4.23,2.77,Shopping,en
potterybarnkids.com,14625,14625,45,7.56,6.2,Shopping,en
cosstores.com,14654,14654,47,6.6,5.2,Shopping,en
tkmaxx.com,14660,14660,43.3,8.37,7.1,Shopping,en
myminifactory.com,14719,14719,47.1,6.33,4.9,Shopping,en
kith.com,14742,14742,54,4.4,3,Shopping,en
lidingzhong.com,14743,14743,56,4.1,2.7,Shopping,en
turbofuture.com,14768,14768,78.5,2.2,1.03,Shopping,en
bewakoof.com,14771,14771,49.9,5.33,3.92,Shopping,en
nastygal.com,14798,14798,41.7,9.08,7.98,Shopping,en
creative-tim.com,14818,14818,45,6.92,5.6,Shopping,en
ezbuy.sg,14861,14861,41,9.18,8.2,Shopping,en
robotshop.com,14871,14871,44,7.23,6,Shopping,en
topman.com,14906,14906,47,6.04,4.7,Shopping,en
grasscity.com,14916,14916,62.4,3.1,1.82,Shopping,en
yachtworld.com,14921,14921,44.7,7,5.74,Shopping,en
supercoloring.com,14949,14949,48.1,5.62,4.3,Shopping,en
mvmtwatches.com,14953,14953,50,5.01,3.7,Shopping,en
gilt.com,14961,14961,48,5.61,4.3,Shopping,en
off---white.com,14983,14983,47,5.88,4.6,Shopping,en
inboxdollars.com,15027,15027,42.9,7.74,6.61,Shopping,en
sportsstardaily.co,15029,15029,76.7,2.18,1.05,Shopping,en
champssports.com,15066,15066,47,5.82,4.5,Shopping,en
hautelook.com,15083,15083,46.7,5.92,4.65,Shopping,en
zoro.com,15089,15089,56.3,3.7,2.41,Shopping,en
shopathome.com,15104,15104,58,3.46,2.19,Shopping,en
davidsbridal.com,15131,15131,42,7.99,7,Shopping,en
remax.com,15154,15154,54.5,3.92,2.64,Shopping,en
magicseaweed.com,15193,15193,56.5,3.59,2.33,Shopping,en
pincode.net.in,15202,15202,64.1,2.8,1.61,Shopping,en
elementvape.com,15230,15230,51.8,4.34,3.07,Shopping,en
chemistwarehouse.com.au,15289,15289,47,5.36,4.2,Shopping,en
hktdc.com,15296,15296,51,4.45,3.2,Shopping,en
prada.com,15317,15317,43,6.98,5.9,Shopping,en
everafterguide.net,15359,15359,65.8,2.6,1.4,Shopping,en
footyheadlines.com,15366,15366,47,5.31,4.1,Shopping,en
cpuboss.com,15381,15381,61.4,2.93,1.75,Shopping,en
walmartone.com,15423,15423,41.2,7.89,7.03,Shopping,en
wiggle.co.uk,15439,15439,45,5.97,4.9,Shopping,en
jumia.com.gh,15481,15481,52.9,3.91,2.72,Shopping,en
etrailer.com,15483,15483,52.3,4,2.81,Shopping,en
brickseek.com,15496,15496,56,3.43,2.25,Shopping,en
deere.com,15497,15497,41.2,7.73,6.89,Shopping,en
cduniverse.com,15524,15524,65,2.55,1.4,Shopping,en
allposters.com,15534,15534,48.7,4.71,3.55,Shopping,en
ebuyer.com,15545,15545,46.9,5.19,4.1,Shopping,en
everymac.com,15552,15552,62.5,2.74,1.61,Shopping,en
superstreetbike.com,15571,15571,58.4,3.11,1.96,Shopping,en
bensbargains.com,15583,15583,61.7,2.79,1.66,Shopping,en
toryburch.com,15605,15605,44,6.3,5.3,Shopping,en
clickindia.com,15607,15607,52.2,3.92,2.76,Shopping,en
antonioli.eu,15621,15621,47,5,3.9,Shopping,en
torrid.com,15686,15686,40.4,7.74,7.03,Shopping,en
onebackpage.com,15692,15692,54.82,23.62,15.82,Shopping,en
shoppersstop.com,15701,15701,49.3,4.37,3.25,Shopping,en
namshi.com,15725,15725,39,8.78,8.3,Shopping,en
converse.com,15726,15726,51.1,4,2.9,Shopping,en
dlink.com,15736,15736,54.9,3.38,2.3,Shopping,en
maltapark.com,15764,15764,53.29,26.57,18.3,Shopping,en
4club.com,15789,15789,56,3.23,2.12,Shopping,en
reliancetrends.com,15795,15795,42,6.68,5.84,Shopping,en
sideshowtoy.com,15824,15824,45.7,5.19,4.16,Shopping,en
carsguide.com.au,15867,15867,51.4,3.82,2.73,Shopping,en
stories.com,15869,15869,41,7.09,6.4,Shopping,en
omanair.com,15892,15892,48.7,4.33,3.26,Shopping,en
tiffany.com,15917,15917,45,5.26,4.3,Shopping,en
hpshopping.in,15918,15918,50.4,3.95,2.87,Shopping,en
superdrug.com,15949,15949,46.9,4.72,3.7,Shopping,en
jetpens.com,16005,16005,41.7,6.44,5.7,Shopping,en
flannels.com,16008,16008,42,6.39,5.6,Shopping,en
yesasia.com,16060,16060,45,5.14,4.2,Shopping,en
reddressboutique.com,16068,16068,63.37,12.23,7.085,Shopping,en
cyclingweekly.com,16080,16080,60.9,2.6,1.6,Shopping,en
renttherunway.com,16090,16090,38.5,8.11,7.73,Shopping,en
pccasegear.com,16095,16095,42.7,5.87,5.05,Shopping,en
aldi.us,16105,16105,49,4.06,3.05,Shopping,en
straighttalk.com,16148,16148,40.1,7,6.41,Shopping,en
picclick.it,16181,16181,43,5.56,4.7,Shopping,en
biglots.com,16209,16209,43.9,5.28,4.41,Shopping,en
northerntool.com,16217,16217,48.7,4.01,3.02,Shopping,en
shippingeasy.com,16234,16234,37.9,8.23,7.97,Shopping,en
dickblick.com,16282,16282,42.2,5.81,5.06,Shopping,en
thereformation.com,16312,16312,41,6.27,5.6,Shopping,en
htmlcolorcodes.com,16321,16321,66.4,2.17,1.2,Shopping,en
jeunesseglobal.com,16347,16347,38,7.71,7.4,Shopping,en
local.ch,16361,16361,52,3.35,2.4,Shopping,en
mobiledokan.com,16381,16381,42.6,5.52,4.76,Shopping,en
cultbeauty.co.uk,16389,16389,40,6.81,6.3,Shopping,en
mec.ca,16400,16400,42.3,5.6,4.86,Shopping,en
tradesparq.com,16420,16420,45.3,4.61,3.7,Shopping,en
sims4updates.net,16422,16422,36,9.49,9.7,Shopping,en
37.com,16488,16488,47,4.2,3.3,Shopping,en
adameve.com,16493,16493,38.8,7.13,6.75,Shopping,en
dishtv.in,16504,16504,40.8,6.1,5.49,Shopping,en
tips.net,16505,16505,66.6,2.11,1.16,Shopping,en
bhldn.com,16513,16513,39,6.78,6.3,Shopping,en
makeupalley.com,16514,16514,41.7,5.66,4.98,Shopping,en
vestiairecollective.com,16519,16519,45,4.48,3.6,Shopping,en
columbia.com,16527,16527,41.9,5.6,4.91,Shopping,en
nflshop.com,16528,16528,43.7,4.96,4.2,Shopping,en
eastdane.com,16529,16529,43,5.15,4.4,Shopping,en
drivethrurpg.com,16562,16562,42.6,5.28,4.55,Shopping,en
bluecrate.com,16564,16564,54.8,2.9,1.94,Shopping,en
dmsguild.com,16569,16569,43,5.1,4.3,Shopping,en
lookfantastic.com,16612,16612,42,5.62,5,Shopping,en
myregistry.com,16622,16622,67.3,8.68,4.733,Shopping,en
eddiebauer.com,16638,16638,38.3,7.12,6.82,Shopping,en
knoji.com,16647,16647,54.3,2.91,1.96,Shopping,en
yaoota.com,16648,16648,58.4,2.54,1.6,Shopping,en
tessabit.com,16651,16651,43,5,4.2,Shopping,en
giant-bicycles.com,16683,16683,43,4.86,4.1,Shopping,en
pcworld.co.uk,16708,16708,43.5,4.82,4.1,Shopping,en
doctorofcredit.com,16712,16712,49,3.59,2.69,Shopping,en
childrensalon.com,16727,16727,35,9.35,9.8,Shopping,en
industrybuying.com,16778,16778,46.9,3.93,3.08,Shopping,en
rvtrader.com,16820,16820,40.1,5.94,5.43,Shopping,en
bestsecret.com,16843,16843,39.8,6.03,5.5,Shopping,en
sneakersnstuff.com,16886,16886,46,3.99,3.2,Shopping,en
miniaturemarket.com,16922,16922,44,4.43,3.7,Shopping,en
evanscycles.com,16939,16939,45.9,4.01,3.21,Shopping,en
pcgarage.ro,16955,16955,38.4,6.58,6.29,Shopping,en
lenskart.com,16970,16970,42.6,4.82,4.15,Shopping,en
forzieri.com,16991,16991,44,4.5,3.8,Shopping,en
worthpoint.com,16994,16994,55.2,2.66,1.8,Shopping,en
belk.com,16995,16995,42,5.15,4.5,Shopping,en
famousfootwear.com,17025,17025,37.6,6.89,6.7,Shopping,en
roguefitness.com,17041,17041,41.9,4.98,4.36,Shopping,en
limeroad.com,17053,17053,49.1,3.35,2.51,Shopping,en
pantone.com,17065,17065,47.5,3.61,2.8,Shopping,en
lacoste.com,17094,17094,41,5.37,4.8,Shopping,en
goodrx.com,17095,17095,49.9,3.22,2.37,Shopping,en
thelist.com,17135,17135,38.8,6.09,5.76,Shopping,en
gapcanada.ca,17185,17185,42.7,4.61,3.96,Shopping,en
bigw.com.au,17191,17191,44.1,4.22,3.52,Shopping,en
birkenstock.com,17205,17205,42,4.86,4.3,Shopping,en
cashkaro.com,17213,17213,50.3,3.09,2.25,Shopping,en
mtbr.com,17239,17239,52.6,2.81,1.96,Shopping,en
croma.com,17251,17251,47.6,3.47,2.68,Shopping,en
thisiswhyimbroke.com,17300,17300,61.3,2.12,1.27,Shopping,en
repairclinic.com,17321,17321,44.7,3.96,3.25,Shopping,en
catawiki.com,17327,17327,42,4.59,4,Shopping,en
bluenile.com,17329,17329,40,5.29,4.8,Shopping,en
anker.com,17332,17332,50,3.05,2.2,Shopping,en
surfstitch.com,17367,17367,37,6.52,6.4,Shopping,en
goldprice.org,17368,17368,62.2,2.06,1.2,Shopping,en
hasbro.com,17372,17372,44.7,3.91,3.21,Shopping,en
4imprint.com,17375,17375,42.5,4.46,3.85,Shopping,en
notalwaysright.com,17381,17381,36.6,6.9,6.92,Shopping,en
sheetmusicplus.com,17392,17392,49,3.23,2.4,Shopping,en
moneygram.com,17499,17499,50.5,2.9,2.1,Shopping,en
apc.com,17525,17525,43,4.28,3.7,Shopping,en
x-plane.org,17532,17532,48,3.24,2.5,Shopping,en
rona.ca,17537,17537,43.1,4.15,3.53,Shopping,en
hiconsumption.com,17556,17556,46.7,3.41,2.68,Shopping,en
steepandcheap.com,17563,17563,39,5.45,5.1,Shopping,en
build.com,17574,17574,41,4.68,4.19,Shopping,en
moosejaw.com,17590,17590,44,3.96,3.3,Shopping,en
yeswecoupon.com,17636,17636,91.42,3.68,1.48,Shopping,en
hyundaiusa.com,17651,17651,45.1,3.62,2.94,Shopping,en
beautybay.com,17655,17655,38,5.9,5.8,Shopping,en
zalando.co.uk,17663,17663,41,4.61,4.1,Shopping,en
theidleman.com,17679,17679,54.3,2.44,1.65,Shopping,en
hip2save.com,17728,17728,45.9,3.41,2.72,Shopping,en
gun.deals,17746,17746,44,3.78,3.2,Shopping,en
viptalisman.com,17773,17773,29.2,14.2,17.9,Shopping,en
consumercomplaints.in,17780,17780,52.9,2.53,1.75,Shopping,en
watchshop.com,17810,17810,40,4.71,4.3,Shopping,en
warbyparker.com,17814,17814,39.4,4.98,4.64,Shopping,en
wickedweasel.com,17828,17828,59.51,8.03,4.953,Shopping,en
made.com,17855,17855,40,4.88,4.5,Shopping,en
couponchief.com,17858,17858,49.2,2.87,2.1,Shopping,en
sportsmansguide.com,17915,17915,43.5,3.73,3.15,Shopping,en
tme.eu,17933,17933,39.9,4.67,4.3,Shopping,en
missguided.co.uk,17951,17951,37,5.62,5.5,Shopping,en
displate.com,17960,17960,36.7,5.94,5.9,Shopping,en
netmeds.com,18021,18021,38.8,4.95,4.68,Shopping,en
bestreviews.guide,18030,18030,61.1,1.91,1.1,Shopping,en
costcophotocenter.com,18035,18035,35.2,6.63,6.92,Shopping,en
amway.in,18049,18049,32.3,8.86,10.1,Shopping,en
minted.com,18055,18055,38.3,5.08,4.87,Shopping,en
dunelm.com,18067,18067,38,5.03,4.8,Shopping,en
beatsbydre.com,18072,18072,48,2.9,2.2,Shopping,en
homebase.co.uk,18155,18155,43.4,3.58,3,Shopping,en
sbtjapan.com,18192,18192,40.8,4.17,3.75,Shopping,en
garbarino.com,18201,18201,40.5,4.24,3.84,Shopping,en
cardkingdom.com,18232,18232,37.5,5.22,5.11,Shopping,en
goop.com,18236,18236,45.3,3.19,2.58,Shopping,en
saregama.com,18241,18241,56.7,2.08,1.35,Shopping,en
shopyourway.com,18242,18242,41.9,3.84,3.36,Shopping,en
hemmings.com,18252,18252,41.5,3.92,3.47,Shopping,en
myer.com.au,18254,18254,39.8,4.37,4.03,Shopping,en
bitinfocharts.com,18281,18281,50,2.63,1.9,Shopping,en
bladehq.com,18282,18282,36.7,5.5,5.51,Shopping,en
wps.com,18343,18343,53.6,2.25,1.5,Shopping,en
sanmar.com,18391,18391,31.1,9.29,10.9,Shopping,en
dermstore.com,18413,18413,39.5,4.32,4.01,Shopping,en
palmettostatearmory.com,18442,18442,38.8,4.53,4.28,Shopping,en
fishersci.com,18447,18447,41.9,3.7,3.24,Shopping,en
girlsplay.com,18449,18449,61.49,6.15,3.673,Shopping,en
maxbounty.com,18462,18462,38.3,4.66,4.46,Shopping,en
toolstation.com,18502,18502,38.6,4.53,4.3,Shopping,en
kenrockwell.com,18585,18585,44,3.14,2.6,Shopping,en
vapordna.com,18651,18651,39,4.25,4,Shopping,en
directferries.com,18677,18677,46,2.86,2.3,Shopping,en
dealsea.com,18747,18747,56.5,1.95,1.3,Shopping,en
decathlon.in,18748,18748,36.6,5,5.02,Shopping,en
dealsplus.com,18758,18758,43,3.32,2.9,Shopping,en
pioneerdj.com,18812,18812,40,3.82,3.5,Shopping,en
sony.co.in,18814,18814,44.1,3.06,2.54,Shopping,en
ratemyserver.net,18855,18855,31.6,7.75,9,Shopping,en
discounttire.com,18861,18861,39.3,3.99,3.73,Shopping,en
creative.com,18862,18862,40,3.8,3.5,Shopping,en
classifiedads.com,18869,18869,38.5,4.21,4.01,Shopping,en
aescripts.com,18879,18879,41,3.49,3.1,Shopping,en
decathlon.co.uk,18901,18901,37,4.59,4.5,Shopping,en
juno.co.uk,18917,18917,36,5.04,5.1,Shopping,en
coolwinks.com,18949,18949,31.5,7.66,8.92,Shopping,en
saatchiart.com,18950,18950,40,3.68,3.4,Shopping,en
shopspring.com,18962,18962,42,3.3,2.9,Shopping,en
target.com.au,18996,18996,39.2,3.9,3.65,Shopping,en
mister-auto.com,19001,19001,36,4.78,4.8,Shopping,en
menswearhouse.com,19024,19024,38.4,4.1,3.92,Shopping,en
greyscalegorilla.com,19028,19028,42,3.29,2.9,Shopping,en
zumba.com,19066,19066,33,6.61,7.4,Shopping,en
feelunique.com,19079,19079,34,5.81,6.3,Shopping,en
ao.com,19086,19086,37,4.48,4.4,Shopping,en
oakley.com,19096,19096,37,4.46,4.4,Shopping,en
mydailymagazine.com,19110,19110,52,2.1,1.5,Shopping,en
thegoodguys.com.au,19147,19147,41.3,3.34,2.97,Shopping,en
telemart.pk,19164,19164,60.6,4.2,2.55,Shopping,en
karaoke-version.com,19182,19182,36,4.64,4.7,Shopping,en
neb.com,19198,19198,42,3.11,2.7,Shopping,en
autoanything.com,19200,19200,44.4,2.81,2.32,Shopping,en
coolstuffinc.com,19230,19230,38.9,3.82,3.61,Shopping,en
pepboys.com,19268,19268,37.3,4.24,4.18,Shopping,en
24sevres.com,19279,19279,37,4.5,4.5,Shopping,en
smartthings.com,19317,19317,36.3,4.52,4.57,Shopping,en
size.co.uk,19331,19331,38,4,3.9,Shopping,en
pricebaba.com,19338,19338,46.9,2.46,1.92,Shopping,en
venus.com,19360,19360,42,3.15,2.8,Shopping,en
celine.com,19375,19375,36,4.6,4.7,Shopping,en
giglio.com,19383,19383,36,4.4,4.5,Shopping,en
lyst.co.uk,19406,19406,43,2.9,2.5,Shopping,en
bestreviews.com,19427,19427,55,1.84,1.2,Shopping,en
allbeauty.com,19439,19439,52.26,7.09,4.98,Shopping,en
chrysler.com,19505,19505,39.6,3.46,3.21,Shopping,en
walletone.com,19525,19525,39.9,3.37,3.1,Shopping,en
jib.co.th,19585,19585,33.7,5.3,5.78,Shopping,en
abebooks.co.uk,19594,19594,45,2.59,2.1,Shopping,en
trekkinn.com,19630,19630,36,4.41,4.5,Shopping,en
sofmap.com,19755,19755,42,2.8,2.5,Shopping,en
golfwrx.com,19762,19762,37.4,3.81,3.74,Shopping,en
sherwin-williams.com,19803,19803,36,4.19,4.3,Shopping,en
byrdie.com,19868,19868,40.9,3,2.69,Shopping,en
bike-components.de,19880,19880,35,4.55,4.8,Shopping,en
vouchercodes.co.uk,19881,19881,48.2,2.14,1.6,Shopping,en
directindustry.com,19924,19924,42,2.8,2.4,Shopping,en
goedekers.com,19942,19942,67.47,4.52,2.46,Shopping,en
